location,lat,long,alt,year,bloom_date,bloom_doy,new_location
Switzerland/Villnachern,47.470556,8.154928,415,1975,1975-04-20,110,MeteoSwiss
Switzerland/Vira / Gambarogno,46.148775,8.848836,210,1975,1975-04-13,103,MeteoSwiss
Switzerland/Wädenswil,47.223239,8.679778,480,1975,1975-04-23,113,MeteoSwiss
"Switzerland/Wald, ZH",47.277122,8.916314,620,1975,1975-04-29,119,MeteoSwiss
"Switzerland/Wattwil, SG",47.289853,9.104422,625,1975,1975-05-08,128,MeteoSwiss
Switzerland/Wiliberg,47.279603,8.027331,650,1975,1975-05-05,125,MeteoSwiss
Switzerland/Wynau,47.256317,7.808556,450,1975,1975-04-26,116,MeteoSwiss
Switzerland/Zürich-Albisgüetli,47.350869,8.510678,530,1975,1975-05-04,124,MeteoSwiss
Switzerland/Zürich-MeteoSchweiz,47.378142,8.565853,555,1975,1975-04-29,119,MeteoSwiss
Switzerland/Zizers,46.931325,9.566175,600,1975,1975-04-20,110,MeteoSwiss
Switzerland/Zofingen,47.291794,7.941003,440,1975,1975-04-25,115,MeteoSwiss
Switzerland/Zürich-Witikon,47.3591,8.590272,620,1975,1975-04-23,113,MeteoSwiss
Switzerland/Zweisimmen,46.555264,7.373433,965,1975,1975-05-16,136,MeteoSwiss
Switzerland/L'Abergement,46.756178,6.490211,660,1976,1976-04-20,111,MeteoSwiss
Switzerland/Adelboden,46.492022,7.561067,1350,1976,1976-05-05,126,MeteoSwiss
Switzerland/Altdorf,46.872614,8.658569,470,1976,1976-05-12,133,MeteoSwiss
Switzerland/Andeer,46.600961,9.422614,985,1976,1976-05-05,126,MeteoSwiss
Switzerland/Appenzell,47.331994,9.415403,775,1976,1976-05-06,127,MeteoSwiss
Switzerland/Aurigeno,46.236078,8.725292,350,1976,1976-04-28,119,MeteoSwiss
Switzerland/Basel-Binningen,47.548594,7.582372,315,1976,1976-04-18,109,MeteoSwiss
Switzerland/Bondo GR,46.337594,9.555908,825,1976,1976-04-15,106,MeteoSwiss
Switzerland/Brusio-Piazzo,46.265447,10.115375,850,1976,1976-04-23,114,MeteoSwiss
Switzerland/Bauma,47.364822,8.881672,640,1976,1976-05-06,127,MeteoSwiss
Switzerland/Cartigny,46.177483,6.014089,400,1976,1976-04-12,103,MeteoSwiss
Switzerland/Cevio-Cavergno,46.315447,8.598925,430,1976,1976-03-29,89,MeteoSwiss
Switzerland/Cernier,47.098392,6.986644,900,1976,1976-04-20,111,MeteoSwiss
Switzerland/Changins,46.395917,6.229419,435,1976,1976-04-21,112,MeteoSwiss
Switzerland/Chur,46.868244,9.5419,640,1976,1976-04-07,98,MeteoSwiss
Switzerland/Couvet,46.9213,6.637761,750,1976,1976-05-03,124,MeteoSwiss
Switzerland/Diessenhofen,47.690281,8.744,410,1976,1976-04-20,111,MeteoSwiss
Switzerland/Domat / Ems,46.834311,9.457442,580,1976,1976-04-16,107,MeteoSwiss
Switzerland/Döttingen,47.568867,8.249947,350,1976,1976-04-14,105,MeteoSwiss
Switzerland/Disentis,46.699461,8.850803,1200,1976,1976-05-07,128,MeteoSwiss
Switzerland/Eschen-Boja,47.218989,9.520044,580,1976,1976-04-12,103,MeteoSwiss
Switzerland/Edlibach,47.179358,8.573208,750,1976,1976-05-04,125,MeteoSwiss
Switzerland/Escholzmatt,46.898653,7.932344,910,1976,1976-05-04,125,MeteoSwiss
Switzerland/Einsiedeln,47.131972,8.748844,910,1976,1976-05-14,135,MeteoSwiss
Switzerland/Elm,46.921942,9.172731,1000,1976,1976-05-20,141,MeteoSwiss
Switzerland/Entlebuch,46.987397,8.068953,765,1976,1976-05-05,126,MeteoSwiss
Switzerland/Enges,47.056436,7.012192,820,1976,1976-05-01,122,MeteoSwiss
Switzerland/Fanas,46.983531,9.660289,910,1976,1976-04-21,112,MeteoSwiss
Switzerland/Fiesch,46.400261,8.127792,1100,1976,1976-05-03,124,MeteoSwiss
Switzerland/Flawil,47.415283,9.182167,630,1976,1976-05-02,123,MeteoSwiss
Switzerland/Grossdietwil,47.166089,7.887067,610,1976,1976-04-25,116,MeteoSwiss
Switzerland/Gryon,46.274817,7.065661,1100,1976,1976-05-08,129,MeteoSwiss
Switzerland/Grüsch,46.983786,9.64715,650,1976,1976-04-30,121,MeteoSwiss
Switzerland/Heiden,47.442925,9.533178,800,1976,1976-05-04,125,MeteoSwiss
Switzerland/Horgen,47.265269,8.582169,450,1976,1976-04-11,102,MeteoSwiss
Switzerland/Herzogenbuchsee,47.18465,7.702511,450,1976,1976-04-22,113,MeteoSwiss
Switzerland/Jenaz,46.928553,9.710558,800,1976,1976-05-02,123,MeteoSwiss
Switzerland/Laufenburg,47.561031,8.063136,330,1976,1976-04-18,109,MeteoSwiss
Switzerland/Locarno,46.169278,8.798214,200,1976,1976-04-10,101,MeteoSwiss
Switzerland/Leytron,46.18625,7.21845,480,1976,1976-04-02,93,MeteoSwiss
Switzerland/Leysin,46.340108,7.009622,1250,1976,1976-05-24,145,MeteoSwiss
Switzerland/Linthal,46.915883,8.993658,695,1976,1976-04-29,120,MeteoSwiss
Switzerland/Longirod,46.498772,6.26595,900,1976,1976-04-26,117,MeteoSwiss
Switzerland/Les Ponts-de-Martel,47.002858,6.728592,1120,1976,1976-05-18,139,MeteoSwiss
Switzerland/Luzern,47.062769,8.342442,580,1976,1976-04-25,116,MeteoSwiss
Switzerland/Moudon,46.646331000000004,6.777689,600,1976,1976-04-19,110,MeteoSwiss
Switzerland/Merishausen,47.763636,8.612414,540,1976,1976-04-19,110,MeteoSwiss
Switzerland/Möhlin,47.561983,7.850547,305,1976,1976-04-17,108,MeteoSwiss
"Switzerland/Muri, AG",47.265317,8.332283,550,1976,1976-05-02,123,MeteoSwiss
Switzerland/Moutier,47.279386,7.385775,530,1976,1976-04-25,116,MeteoSwiss
Switzerland/Martina,46.884997,10.464608,1050,1976,1976-05-05,126,MeteoSwiss
Switzerland/Murg,47.108222,9.217372,500,1976,1976-04-20,111,MeteoSwiss
Switzerland/Näfels,47.092389,9.0719360000000009,440,1976,1976-04-29,120,MeteoSwiss
Switzerland/Neuhausen,47.681939,8.615533,435,1976,1976-04-18,109,MeteoSwiss
Switzerland/Oeschberg,47.126578,7.613264,485,1976,1976-05-03,124,MeteoSwiss
Switzerland/Oberehrendingen,47.481914,8.332208,490,1976,1976-04-17,108,MeteoSwiss
Switzerland/Orvin,47.157753,7.214464,700,1976,1976-04-21,112,MeteoSwiss
Switzerland/Les Plans-sur-Bex,46.256639,7.092033,1100,1976,1976-05-15,136,MeteoSwiss
Switzerland/Posieux,46.761672,7.098294,680,1976,1976-05-02,123,MeteoSwiss
Switzerland/Prato-Sornico,46.394025,8.655608,750,1976,1976-04-19,110,MeteoSwiss
Switzerland/Rafz,47.620414,8.542733,515,1976,1976-04-18,109,MeteoSwiss
Switzerland/Schiers,46.965036,9.685814,800,1976,1976-04-17,108,MeteoSwiss
Switzerland/Schönenwerd,47.365283,7.999019,450,1976,1976-04-17,108,MeteoSwiss
Switzerland/Sent,46.815436,10.335078,1440,1976,1976-05-10,131,MeteoSwiss
Switzerland/Seon,47.338319,8.153353,550,1976,1976-04-22,113,MeteoSwiss
Switzerland/Seewis Dorf,46.965358,9.632064,960,1976,1976-05-08,129,MeteoSwiss
Switzerland/Sargans II,47.050589,9.439256,480,1976,1976-04-18,109,MeteoSwiss
Switzerland/Simplon-Dorf,46.195022,8.056794,1475,1976,1976-05-20,141,MeteoSwiss
Switzerland/Sihlbrugg,47.219356,8.5767,480,1976,1976-04-28,119,MeteoSwiss
Switzerland/St. Luc,46.222336,7.594153,1650,1976,1976-05-16,137,MeteoSwiss
Switzerland/Sarnen,46.894217,8.252236,500,1976,1976-04-20,111,MeteoSwiss
Switzerland/Stampa,46.34585,9.595214,1000,1976,1976-05-06,127,MeteoSwiss
Switzerland/Trient,46.048003,6.993797,1300,1976,1976-05-13,134,MeteoSwiss
Switzerland/Thusis,46.709511,9.44165,700,1976,1976-04-17,108,MeteoSwiss
Switzerland/Vals,46.622889,9.182461,1250,1976,1976-05-30,151,MeteoSwiss
Switzerland/Versoix,46.290431,6.137128,440,1976,1976-04-09,100,MeteoSwiss
Switzerland/Villnachern,47.470556,8.154928,415,1976,1976-04-10,101,MeteoSwiss
Switzerland/Vira / Gambarogno,46.148775,8.848836,210,1976,1976-04-03,94,MeteoSwiss
Switzerland/Vallorbe,46.712292,6.379286,850,1976,1976-04-30,121,MeteoSwiss
Switzerland/Wädenswil,47.223239,8.679778,480,1976,1976-04-16,107,MeteoSwiss
"Switzerland/Wald, ZH",47.277122,8.916314,620,1976,1976-04-22,113,MeteoSwiss
"Switzerland/Wattwil, SG",47.289853,9.104422,625,1976,1976-04-27,118,MeteoSwiss
Switzerland/Wiliberg,47.279603,8.027331,650,1976,1976-04-27,118,MeteoSwiss
Switzerland/Wynau,47.256317,7.808556,450,1976,1976-04-18,109,MeteoSwiss
Switzerland/Zürich-Albisgüetli,47.350869,8.510678,530,1976,1976-04-19,110,MeteoSwiss
Switzerland/Zürich-MeteoSchweiz,47.378142,8.565853,555,1976,1976-04-18,109,MeteoSwiss
Switzerland/Zizers,46.931325,9.566175,600,1976,1976-04-17,108,MeteoSwiss
Switzerland/Zofingen,47.291794,7.941003,440,1976,1976-04-18,109,MeteoSwiss
Switzerland/Zürich-Witikon,47.3591,8.590272,620,1976,1976-04-16,107,MeteoSwiss
Switzerland/Zweisimmen,46.555264,7.373433,965,1976,1976-05-17,138,MeteoSwiss
Switzerland/L'Abergement,46.756178,6.490211,660,1977,1977-04-04,94,MeteoSwiss
Switzerland/Adelboden,46.492022,7.561067,1350,1977,1977-05-07,127,MeteoSwiss
Switzerland/Altdorf,46.872614,8.658569,470,1977,1977-05-02,122,MeteoSwiss
Switzerland/Andeer,46.600961,9.422614,985,1977,1977-04-29,119,MeteoSwiss
Switzerland/Appenzell,47.331994,9.415403,775,1977,1977-05-03,123,MeteoSwiss
Switzerland/Aurigeno,46.236078,8.725292,350,1977,1977-04-11,101,MeteoSwiss
Switzerland/Basel-Binningen,47.548594,7.582372,315,1977,1977-03-22,81,MeteoSwiss
Switzerland/Bondo GR,46.337594,9.555908,825,1977,1977-04-26,116,MeteoSwiss
Switzerland/Brusio-Piazzo,46.265447,10.115375,850,1977,1977-04-28,118,MeteoSwiss
Switzerland/Bauma,47.364822,8.881672,640,1977,1977-05-04,124,MeteoSwiss
Switzerland/Cartigny,46.177483,6.014089,400,1977,1977-04-06,96,MeteoSwiss
Switzerland/Cevio-Cavergno,46.315447,8.598925,430,1977,1977-03-30,89,MeteoSwiss
Switzerland/Cernier,47.098392,6.986644,900,1977,1977-04-20,110,MeteoSwiss
Switzerland/Changins,46.395917,6.229419,435,1977,1977-04-15,105,MeteoSwiss
Switzerland/Chur,46.868244,9.5419,640,1977,1977-03-27,86,MeteoSwiss
Switzerland/Couvet,46.9213,6.637761,750,1977,1977-04-23,113,MeteoSwiss
Switzerland/Diessenhofen,47.690281,8.744,410,1977,1977-04-07,97,MeteoSwiss
Switzerland/Domat / Ems,46.834311,9.457442,580,1977,1977-03-28,87,MeteoSwiss
Switzerland/Döttingen,47.568867,8.249947,350,1977,1977-04-03,93,MeteoSwiss
Switzerland/Disentis,46.699461,8.850803,1200,1977,1977-05-14,134,MeteoSwiss
Switzerland/Eschen-Boja,47.218989,9.520044,580,1977,1977-03-26,85,MeteoSwiss
Switzerland/Edlibach,47.179358,8.573208,750,1977,1977-04-24,114,MeteoSwiss
Switzerland/Escholzmatt,46.898653,7.932344,910,1977,1977-05-20,140,MeteoSwiss
Switzerland/Einsiedeln,47.131972,8.748844,910,1977,1977-05-08,128,MeteoSwiss
Switzerland/Elm,46.921942,9.172731,1000,1977,1977-05-22,142,MeteoSwiss
Switzerland/Entlebuch,46.987397,8.068953,765,1977,1977-04-26,116,MeteoSwiss
Switzerland/Enges,47.056436,7.012192,820,1977,1977-05-02,122,MeteoSwiss
Switzerland/Fanas,46.983531,9.660289,910,1977,1977-04-25,115,MeteoSwiss
Switzerland/Fiesch,46.400261,8.127792,1100,1977,1977-05-08,128,MeteoSwiss
Switzerland/Flawil,47.415283,9.182167,630,1977,1977-04-26,116,MeteoSwiss
Switzerland/Gadmen,46.736853,8.351842,1205,1977,1977-05-24,144,MeteoSwiss
Switzerland/Grossdietwil,47.166089,7.887067,610,1977,1977-05-10,130,MeteoSwiss
Switzerland/Gryon,46.274817,7.065661,1100,1977,1977-05-15,135,MeteoSwiss
Switzerland/Grüsch,46.983786,9.64715,650,1977,1977-04-28,118,MeteoSwiss
Switzerland/Heiden,47.442925,9.533178,800,1977,1977-04-27,117,MeteoSwiss
Switzerland/Horgen,47.265269,8.582169,450,1977,1977-03-26,85,MeteoSwiss
Switzerland/Herzogenbuchsee,47.18465,7.702511,450,1977,1977-04-15,105,MeteoSwiss
Switzerland/Jenaz,46.928553,9.710558,800,1977,1977-04-28,118,MeteoSwiss
Switzerland/Laufenburg,47.561031,8.063136,330,1977,1977-04-05,95,MeteoSwiss
Switzerland/Locarno,46.169278,8.798214,200,1977,1977-04-08,98,MeteoSwiss
Switzerland/Leytron,46.18625,7.21845,480,1977,1977-03-26,85,MeteoSwiss
Switzerland/Leysin,46.340108,7.009622,1250,1977,1977-05-20,140,MeteoSwiss
Switzerland/Linthal,46.915883,8.993658,695,1977,1977-04-26,116,MeteoSwiss
Switzerland/Longirod,46.498772,6.26595,900,1977,1977-05-03,123,MeteoSwiss
Switzerland/Les Ponts-de-Martel,47.002858,6.728592,1120,1977,1977-05-16,136,MeteoSwiss
Switzerland/Luzern,47.062769,8.342442,580,1977,1977-04-15,105,MeteoSwiss
Switzerland/Moudon,46.646331000000004,6.777689,600,1977,1977-04-06,96,MeteoSwiss
Switzerland/Merishausen,47.763636,8.612414,540,1977,1977-04-16,106,MeteoSwiss
Switzerland/Morgins VS,46.2415,6.850589,1380,1977,1977-05-28,148,MeteoSwiss
Switzerland/Möhlin,47.561983,7.850547,305,1977,1977-04-02,92,MeteoSwiss
"Switzerland/Muri, AG",47.265317,8.332283,550,1977,1977-04-18,108,MeteoSwiss
Switzerland/Martina,46.884997,10.464608,1050,1977,1977-05-06,126,MeteoSwiss
Switzerland/Murg,47.108222,9.217372,500,1977,1977-03-27,86,MeteoSwiss
Switzerland/Neuhausen,47.681939,8.615533,435,1977,1977-03-28,87,MeteoSwiss
Switzerland/Oeschberg,47.126578,7.613264,485,1977,1977-04-26,116,MeteoSwiss
Switzerland/Oberehrendingen,47.481914,8.332208,490,1977,1977-03-30,89,MeteoSwiss
Switzerland/Orvin,47.157753,7.214464,700,1977,1977-04-27,117,MeteoSwiss
Switzerland/Osterfingen,47.656878,8.490242,410,1977,1977-04-22,112,MeteoSwiss
Switzerland/Les Plans-sur-Bex,46.256639,7.092033,1100,1977,1977-05-10,130,MeteoSwiss
Switzerland/Posieux,46.761672,7.098294,680,1977,1977-04-22,112,MeteoSwiss
Switzerland/Prato-Sornico,46.394025,8.655608,750,1977,1977-04-19,109,MeteoSwiss
Switzerland/Rorschach,47.472492,9.494931,450,1977,1977-03-25,84,MeteoSwiss
Switzerland/Schiers,46.965036,9.685814,800,1977,1977-04-25,115,MeteoSwiss
Switzerland/Schönenwerd,47.365283,7.999019,450,1977,1977-04-05,95,MeteoSwiss
Switzerland/Sent,46.815436,10.335078,1440,1977,1977-05-22,142,MeteoSwiss
Switzerland/Seon,47.338319,8.153353,550,1977,1977-04-05,95,MeteoSwiss
Switzerland/Seewis Dorf,46.965358,9.632064,960,1977,1977-05-12,132,MeteoSwiss
Switzerland/Sargans II,47.050589,9.439256,480,1977,1977-03-25,84,MeteoSwiss
Switzerland/Sihlbrugg,47.219356,8.5767,480,1977,1977-04-25,115,MeteoSwiss
Switzerland/St. Luc,46.222336,7.594153,1650,1977,1977-05-12,132,MeteoSwiss
Switzerland/Sarnen,46.894217,8.252236,500,1977,1977-04-06,96,MeteoSwiss
Switzerland/Stampa,46.34585,9.595214,1000,1977,1977-05-01,121,MeteoSwiss
Switzerland/Trient,46.048003,6.993797,1300,1977,1977-05-19,139,MeteoSwiss
Switzerland/Thusis,46.709511,9.44165,700,1977,1977-04-10,100,MeteoSwiss
Switzerland/Vals,46.622889,9.182461,1250,1977,1977-06-01,152,MeteoSwiss
Switzerland/Versoix,46.290431,6.137128,440,1977,1977-03-30,89,MeteoSwiss
Switzerland/Villnachern,47.470556,8.154928,415,1977,1977-03-24,83,MeteoSwiss
Switzerland/Vira / Gambarogno,46.148775,8.848836,210,1977,1977-03-30,89,MeteoSwiss
Switzerland/Vallorbe,46.712292,6.379286,850,1977,1977-05-01,121,MeteoSwiss
Switzerland/Wädenswil,47.223239,8.679778,480,1977,1977-04-18,108,MeteoSwiss
"Switzerland/Wald, ZH",47.277122,8.916314,620,1977,1977-04-21,111,MeteoSwiss
"Switzerland/Wattwil, SG",47.289853,9.104422,625,1977,1977-04-22,112,MeteoSwiss
Switzerland/Wiliberg,47.279603,8.027331,650,1977,1977-04-26,116,MeteoSwiss
Switzerland/Wynau,47.256317,7.808556,450,1977,1977-04-08,98,MeteoSwiss
Switzerland/Zürich-Albisgüetli,47.350869,8.510678,530,1977,1977-04-05,95,MeteoSwiss
Switzerland/Zürich-MeteoSchweiz,47.378142,8.565853,555,1977,1977-04-04,94,MeteoSwiss
Switzerland/Zizers,46.931325,9.566175,600,1977,1977-03-26,85,MeteoSwiss
Switzerland/Zofingen,47.291794,7.941003,440,1977,1977-04-06,96,MeteoSwiss
Switzerland/Zürich-Witikon,47.3591,8.590272,620,1977,1977-03-28,87,MeteoSwiss
Switzerland/Zweisimmen,46.555264,7.373433,965,1977,1977-05-14,134,MeteoSwiss
Switzerland/L'Abergement,46.756178,6.490211,660,1978,1978-04-30,120,MeteoSwiss
Switzerland/Adelboden,46.492022,7.561067,1350,1978,1978-05-18,138,MeteoSwiss
Switzerland/Altdorf,46.872614,8.658569,470,1978,1978-04-20,110,MeteoSwiss
Switzerland/Andeer,46.600961,9.422614,985,1978,1978-05-12,132,MeteoSwiss
Switzerland/Appenzell,47.331994,9.415403,775,1978,1978-05-08,128,MeteoSwiss
Switzerland/Aurigeno,46.236078,8.725292,350,1978,1978-04-15,105,MeteoSwiss
Switzerland/Basel-Binningen,47.548594,7.582372,315,1978,1978-04-13,103,MeteoSwiss
Switzerland/Biel,47.151194,7.254139,490,1978,1978-04-30,120,MeteoSwiss
Switzerland/Bondo GR,46.337594,9.555908,825,1978,1978-05-10,130,MeteoSwiss
Switzerland/Brusio-Piazzo,46.265447,10.115375,850,1978,1978-04-30,120,MeteoSwiss
Switzerland/Bauma,47.364822,8.881672,640,1978,1978-05-16,136,MeteoSwiss
Switzerland/Cartigny,46.177483,6.014089,400,1978,1978-04-22,112,MeteoSwiss
Switzerland/Cevio-Cavergno,46.315447,8.598925,430,1978,1978-04-18,108,MeteoSwiss
Switzerland/Cernier,47.098392,6.986644,900,1978,1978-05-17,137,MeteoSwiss
Switzerland/Changins,46.395917,6.229419,435,1978,1978-05-02,122,MeteoSwiss
Switzerland/Chur,46.868244,9.5419,640,1978,1978-04-20,110,MeteoSwiss
Switzerland/Couvet,46.9213,6.637761,750,1978,1978-05-14,134,MeteoSwiss
Switzerland/Diessenhofen,47.690281,8.744,410,1978,1978-05-02,122,MeteoSwiss
Switzerland/Domat / Ems,46.834311,9.457442,580,1978,1978-04-25,115,MeteoSwiss
Switzerland/Döttingen,47.568867,8.249947,350,1978,1978-04-23,113,MeteoSwiss
Switzerland/Disentis,46.699461,8.850803,1200,1978,1978-05-30,150,MeteoSwiss
Switzerland/Eschen-Boja,47.218989,9.520044,580,1978,1978-04-14,104,MeteoSwiss
Switzerland/Edlibach,47.179358,8.573208,750,1978,1978-05-16,136,MeteoSwiss
Switzerland/Einsiedeln,47.131972,8.748844,910,1978,1978-05-23,143,MeteoSwiss
Switzerland/Elm,46.921942,9.172731,1000,1978,1978-05-11,131,MeteoSwiss
Switzerland/Entlebuch,46.987397,8.068953,765,1978,1978-05-11,131,MeteoSwiss
Switzerland/Enges,47.056436,7.012192,820,1978,1978-05-20,140,MeteoSwiss
Switzerland/Fanas,46.983531,9.660289,910,1978,1978-05-06,126,MeteoSwiss
Switzerland/Fiesch,46.400261,8.127792,1100,1978,1978-05-13,133,MeteoSwiss
Switzerland/Flawil,47.415283,9.182167,630,1978,1978-05-04,124,MeteoSwiss
Switzerland/Gadmen,46.736853,8.351842,1205,1978,1978-06-02,153,MeteoSwiss
Switzerland/Grossdietwil,47.166089,7.887067,610,1978,1978-05-01,121,MeteoSwiss
Switzerland/Gryon,46.274817,7.065661,1100,1978,1978-05-20,140,MeteoSwiss
Switzerland/Grüsch,46.983786,9.64715,650,1978,1978-05-05,125,MeteoSwiss
Switzerland/Heiden,47.442925,9.533178,800,1978,1978-05-03,123,MeteoSwiss
Switzerland/Horgen,47.265269,8.582169,450,1978,1978-04-14,104,MeteoSwiss
Switzerland/Herzogenbuchsee,47.18465,7.702511,450,1978,1978-04-30,120,MeteoSwiss
Switzerland/Jenaz,46.928553,9.710558,800,1978,1978-05-05,125,MeteoSwiss
Switzerland/Laufenburg,47.561031,8.063136,330,1978,1978-04-27,117,MeteoSwiss
Switzerland/Locarno,46.169278,8.798214,200,1978,1978-04-10,100,MeteoSwiss
Switzerland/Leytron,46.18625,7.21845,480,1978,1978-04-10,100,MeteoSwiss
Switzerland/Leysin,46.340108,7.009622,1250,1978,1978-06-02,153,MeteoSwiss
Switzerland/Linthal,46.915883,8.993658,695,1978,1978-05-04,124,MeteoSwiss
Switzerland/Longirod,46.498772,6.26595,900,1978,1978-05-19,139,MeteoSwiss
Switzerland/Les Ponts-de-Martel,47.002858,6.728592,1120,1978,1978-05-22,142,MeteoSwiss
Switzerland/Luzern,47.062769,8.342442,580,1978,1978-04-30,120,MeteoSwiss
Switzerland/Moudon,46.646331000000004,6.777689,600,1978,1978-04-30,120,MeteoSwiss
Switzerland/Merishausen,47.763636,8.612414,540,1978,1978-04-29,119,MeteoSwiss
Switzerland/Morgins VS,46.2415,6.850589,1380,1978,1978-06-05,156,MeteoSwiss
Switzerland/Möhlin,47.561983,7.850547,305,1978,1978-04-30,120,MeteoSwiss
"Switzerland/Muri, AG",47.265317,8.332283,550,1978,1978-04-29,119,MeteoSwiss
Switzerland/Moutier,47.279386,7.385775,530,1978,1978-05-04,124,MeteoSwiss
Switzerland/Martina,46.884997,10.464608,1050,1978,1978-05-21,141,MeteoSwiss
Switzerland/Murg,47.108222,9.217372,500,1978,1978-04-25,115,MeteoSwiss
Switzerland/Näfels,47.092389,9.0719360000000009,440,1978,1978-04-26,116,MeteoSwiss
Switzerland/Neuhausen,47.681939,8.615533,435,1978,1978-04-24,114,MeteoSwiss
Switzerland/Orbe / Bochuz,46.722633,6.536061,485,1978,1978-04-24,114,MeteoSwiss
Switzerland/Oeschberg,47.126578,7.613264,485,1978,1978-05-10,130,MeteoSwiss
Switzerland/Oberehrendingen,47.481914,8.332208,490,1978,1978-04-25,115,MeteoSwiss
Switzerland/Oberlangenegg,46.808222,7.716267,910,1978,1978-05-28,148,MeteoSwiss
Switzerland/Orvin,47.157753,7.214464,700,1978,1978-04-23,113,MeteoSwiss
Switzerland/Osterfingen,47.656878,8.490242,410,1978,1978-04-28,118,MeteoSwiss
Switzerland/Olivone,46.527333,8.932936,894,1978,1978-05-09,129,MeteoSwiss
Switzerland/Les Plans-sur-Bex,46.256639,7.092033,1100,1978,1978-05-22,142,MeteoSwiss
Switzerland/Posieux,46.761672,7.098294,680,1978,1978-05-10,130,MeteoSwiss
Switzerland/Prato-Sornico,46.394025,8.655608,750,1978,1978-05-10,130,MeteoSwiss
Switzerland/Rafz,47.620414,8.542733,515,1978,1978-04-29,119,MeteoSwiss
Switzerland/Les Rangiers,47.381992,7.215775,865,1978,1978-06-10,161,MeteoSwiss
Switzerland/Romanshorn,47.563608,9.376172,405,1978,1978-04-25,115,MeteoSwiss
Switzerland/Rorschach,47.472492,9.494931,450,1978,1978-04-28,118,MeteoSwiss
Switzerland/Schiers,46.965036,9.685814,800,1978,1978-05-01,121,MeteoSwiss
Switzerland/Sent,46.815436,10.335078,1440,1978,1978-05-29,149,MeteoSwiss
Switzerland/Seon,47.338319,8.153353,550,1978,1978-04-30,120,MeteoSwiss
Switzerland/Seewis Dorf,46.965358,9.632064,960,1978,1978-05-23,143,MeteoSwiss
Switzerland/Sargans II,47.050589,9.439256,480,1978,1978-04-25,115,MeteoSwiss
Switzerland/Simplon-Dorf,46.195022,8.056794,1475,1978,1978-06-10,161,MeteoSwiss
Switzerland/Sihlbrugg,47.219356,8.5767,480,1978,1978-05-05,125,MeteoSwiss
Switzerland/St. Luc,46.222336,7.594153,1650,1978,1978-05-25,145,MeteoSwiss
Switzerland/Sarnen,46.894217,8.252236,500,1978,1978-04-24,114,MeteoSwiss
Switzerland/Stampa,46.34585,9.595214,1000,1978,1978-05-10,130,MeteoSwiss
Switzerland/Trient,46.048003,6.993797,1300,1978,1978-05-31,151,MeteoSwiss
Switzerland/Thusis,46.709511,9.44165,700,1978,1978-04-15,105,MeteoSwiss
Switzerland/Vals,46.622889,9.182461,1250,1978,1978-06-03,154,MeteoSwiss
Switzerland/Versoix,46.290431,6.137128,440,1978,1978-04-12,102,MeteoSwiss
Switzerland/Villnachern,47.470556,8.154928,415,1978,1978-04-20,110,MeteoSwiss
Switzerland/Vira / Gambarogno,46.148775,8.848836,210,1978,1978-04-16,106,MeteoSwiss
Switzerland/Vallorbe,46.712292,6.379286,850,1978,1978-04-16,106,MeteoSwiss
Switzerland/Wädenswil,47.223239,8.679778,480,1978,1978-04-25,115,MeteoSwiss
"Switzerland/Wald, ZH",47.277122,8.916314,620,1978,1978-05-01,121,MeteoSwiss
"Switzerland/Wattwil, SG",47.289853,9.104422,625,1978,1978-05-04,124,MeteoSwiss
Switzerland/Wiliberg,47.279603,8.027331,650,1978,1978-05-04,124,MeteoSwiss
Switzerland/Wynau,47.256317,7.808556,450,1978,1978-04-30,120,MeteoSwiss
Switzerland/Zürich-Albisgüetli,47.350869,8.510678,530,1978,1978-04-28,118,MeteoSwiss
Switzerland/Zürich-MeteoSchweiz,47.378142,8.565853,555,1978,1978-04-26,116,MeteoSwiss
Switzerland/Zizers,46.931325,9.566175,600,1978,1978-04-24,114,MeteoSwiss
Switzerland/Zofingen,47.291794,7.941003,440,1978,1978-05-03,123,MeteoSwiss
Switzerland/Zürich-Witikon,47.3591,8.590272,620,1978,1978-04-27,117,MeteoSwiss
Switzerland/Zweisimmen,46.555264,7.373433,965,1978,1978-05-18,138,MeteoSwiss
Switzerland/L'Abergement,46.756178,6.490211,660,1979,1979-05-08,128,MeteoSwiss
Switzerland/Adelboden,46.492022,7.561067,1350,1979,1979-05-16,136,MeteoSwiss
Switzerland/Altdorf,46.872614,8.658569,470,1979,1979-04-20,110,MeteoSwiss
Switzerland/Andeer,46.600961,9.422614,985,1979,1979-05-19,139,MeteoSwiss
Switzerland/Appenzell,47.331994,9.415403,775,1979,1979-05-16,136,MeteoSwiss
Switzerland/Aurigeno,46.236078,8.725292,350,1979,1979-04-15,105,MeteoSwiss
Switzerland/Basel-Binningen,47.548594,7.582372,315,1979,1979-04-15,105,MeteoSwiss
Switzerland/Biel,47.151194,7.254139,490,1979,1979-05-06,126,MeteoSwiss
Switzerland/Bondo GR,46.337594,9.555908,825,1979,1979-05-13,133,MeteoSwiss
Switzerland/Brusio-Piazzo,46.265447,10.115375,850,1979,1979-05-10,130,MeteoSwiss
Switzerland/Bauma,47.364822,8.881672,640,1979,1979-05-19,139,MeteoSwiss
Switzerland/Cartigny,46.177483,6.014089,400,1979,1979-04-14,104,MeteoSwiss
